YEAR;PLAYER;POS;HGT;WGT;BMI;WNGSPN;STNDRCH;HANDL;HANDW;STNDVERT;LPVERT;LANE;SHUTTLE;SPRINT;BAR;PAN;PBHGT;PDHGT;Pk;College;Tm
2012;Jones, Kevin;PF;78.25;251.2;28.8;85.5;105.0;9.0;7.8;27.5;32.5;11.94;;3.6;109.3%;69.8;132.5;137.5;;;
2012;Jones, Perry;PF-SF;82.25;233.8;24.3;85.75;107.0;9.25;9.5;33.0;38.5;11.31;;3.19;104.3%;87.9;140.0;145.5;28.0;Baylor;OKC
2012;Jones, Terrence;PF-SF;80.25;252.0;27.5;86.25;107.0;9.0;10.0;29.5;34.5;11.57;;3.4;107.5%;90.0;136.5;141.5;18.0;Kentucky;HOU
2012;Joseph, Kris;SG;78.0;215.0;24.8;83.0;104.0;9.0;9.0;28.5;35.0;;;3.46;106.4%;81.0;132.5;139.0;51.0;Syracuse;BOS
2012;Kidd-Gilchrist, Michael;SF;77.75;232.8;27.1;84.0;104.5;9.0;10.3;32.0;35.5;11.77;;3.18;108.0%;92.3;136.5;140.0;2.0;Kentucky;CHA
2012;Lamb, Doron;SG-PG;75.25;199.4;24.8;78.75;98.5;8.5;8.8;29.0;33.5;11.12;;3.41;104.7%;74.4;127.5;132.0;42.0;Kentucky;MIL
2012;Lamb, Jeremy;SG;76.0;179.2;21.8;83.0;102.0;8.75;9.3;31.5;38.0;10.98;;3.25;109.2%;80.9;133.5;140.0;12.0;UConn;HOU
2012;Leonard, Meyers;C;83.75;249.8;25.0;87.0;108.0;9.25;11.0;30.0;32.5;11.34;;3.41;103.9%;101.8;138.0;140.5;11.0;Illinois;POR
2012;Lillard, Damian;PG;73.75;188.8;24.4;79.75;95.5;8.75;9.8;34.5;39.5;11.15;;3.34;108.1%;85.3;130.0;135.0;6.0;Weber State;POR
2012;Machado, Scott;PG;73.0;205.8;27.1;76.0;94.5;8.5;9.5;27.0;32.5;11.26;;3.3;104.1%;80.8;121.5;127.0;;;
2012;Marshall, Kendall;PG;75.25;198.4;24.6;77.5;96.0;8.5;9.0;31.0;37.0;12.03;;3.23;103.0%;76.5;127.0;133.0;13.0;UNC;PHO
2012;Melo, Fab;C;82.75;255.0;26.2;86.5;110.0;9.0;10.0;29.5;31.0;12.14;;3.44;104.5%;90.0;139.5;141.0;22.0;Syracuse;BOS
2012;Middleton, Khris;SF;78.75;216.2;24.5;82.75;103.0;9.0;9.0;28.0;31.0;11.45;;3.47;105.1%;81.0;131.0;134.0;39.0;Texas A&M;DET
2012;Miller, Darius;SF-SG;78.0;233.4;27.0;81.0;101.0;8.5;8.8;33.0;37.0;11.34;;3.31;103.8%;74.4;134.0;138.0;46.0;Kentucky;NOP
2012;Miller, Quincy;SF;80.75;218.7;23.6;85.25;105.0;9.25;10.3;30.5;36.0;11.05;;3.48;105.6%;94.8;135.5;141.0;38.0;Baylor;DEN
2012;Moultrie, Arnett;PF;81.5;232.8;24.6;86.25;106.5;9.25;9.3;33.5;37.5;11.32;;3.22;105.8%;85.6;140.0;144.0;27.0;Mississippi State;MIA
2012;Murphy, Kevin;SG;77.0;194.0;23.0;78.75;99.0;8.5;8.5;31.0;36.5;10.97;;3.42;102.3%;72.3;130.0;135.5;47.0;Tennessee Technological University;UTA
2012;Nicholson, Andrew;PF;80.5;234.0;25.4;88.0;107.0;10.0;10.8;28.5;30.5;11.89;;3.67;109.3%;107.5;135.5;137.5;19.0;St. Bonaventure;ORL
2012;O'Quinn, Kyle;PF;80.5;240.8;26.1;88.75;106.5;9.5;10.0;31.5;31.5;11.65;;3.53;110.2%;95.0;138.0;138.0;49.0;Norfolk State;ORL
2012;Plumlee, Miles;PF-C;82.5;252.4;26.1;84.75;105.5;9.25;9.0;34.0;40.5;10.64;;3.36;102.7%;83.3;139.5;146.0;26.0;Duke;IND
2012;Rivers, Austin;SG-PG;75.5;202.8;25.0;79.25;96.5;8.5;10.0;32.5;37.5;11.54;;3.32;105.0%;85.0;129.0;134.0;10.0;Duke;NOP
2012;Robinson, Thomas;PF;79.75;244.2;27.0;87.25;106.0;9.75;10.5;28.5;35.5;11.96;;3.17;109.4%;102.4;134.5;141.5;5.0;Kansas;SAC
2012;Ross, Terrence;SG-SF;78.0;196.6;22.7;79.25;100.5;8.75;10.3;31.0;37.5;11.78;;3.28;101.6%;89.7;131.5;138.0;8.0;Washington;TOR
2012;Satoransky, Tomas;PG-SG;78.5;200.6;22.9;79.25;100.0;8.5;9.5;;;;;;101.0%;80.8;;;;;
2012;Scott, Mike;PF;79.25;240.8;27.0;82.75;104.0;8.5;9.0;27.0;32.5;11.59;;3.44;104.4%;76.5;131.0;136.5;43.0;Virginia;ATL
2012;Sims, Henry;C-PF;82.0;241.2;25.2;88.0;108.0;9.25;10.0;26.5;29.5;12.33;;3.44;107.3%;92.5;134.5;137.5;;;
2012;Sullinger, Jared;PF;79.75;268.2;29.6;85.25;105.5;9.25;9.8;29.5;31.0;12.77;;3.81;106.9%;90.2;135.0;136.5;21.0;Ohio State;BOS
2012;Taylor, Jeff;SF-SG;78.0;212.8;24.6;78.25;101.5;8.25;9.8;33.5;40.0;10.87;;3.29;100.3%;80.4;135.0;141.5;31.0;Vanderbilt;CHA
2012;Taylor, Jordan;PG;73.0;192.8;25.4;75.0;92.5;8.25;9.5;33.0;36.5;10.57;;3.19;102.7%;78.4;125.5;129.0;;;
2012;Taylor, Tyshawn;PG;74.75;177.0;22.3;78.25;97.5;8.75;8.8;32.0;36.5;11.48;;3.2;104.7%;76.6;129.5;134.0;41.0;Kansas;POR
2012;Teague, Marquis;PG;73.0;179.8;23.7;79.25;96.5;8.25;7.8;32.5;40.5;10.65;;3.19;108.6%;63.9;129.0;137.0;29.0;Kentucky;CHI
2012;Thompson, Hollis;SF;78.75;206.0;23.4;81.5;102.5;8.25;9.8;28.5;36.5;11.72;;3.38;103.5%;80.4;131.0;139.0;;;
2012;Waiters, Dion;SG;74.5;221.0;28.0;79.25;98.0;8.5;9.5;;;;;;106.4%;80.8;;;4.0;Syracuse;CLE
2012;White, Royce;PF;79.0;260.6;29.4;84.0;104.5;9.5;11.5;;;;;;106.3%;109.3;;;16.0;Iowa State;HOU
2012;Wroten, Tony;PG;76.75;203.2;24.3;81.0;101.0;8.0;9.0;30.0;35.5;10.75;;3.24;105.5%;72.0;131.0;136.5;25.0;Washington;MEM
2012;Zeller, Tyler;PF-C;83.25;247.4;25.1;84.0;104.5;9.0;9.8;30.0;34.0;11.13;;3.4;100.9%;87.8;134.5;138.5;17.0;UNC;DAL
2011;Benson, Keith;C-PF;82.0;217.0;22.7;87.75;109.5;9.5;11.0;31.5;36.0;11.88;;3.35;107.0%;104.5;141.0;145.5;48.0;Oakland;ATL
2011;Brooks, Marshon;SG;76.25;194.6;23.5;85.0;101.0;9.0;10.5;34.0;38.5;10.74;;3.09;111.5%;94.5;135.0;139.5;25.0;Providence;BOS
2011;Burks, Alec;SG;77.0;192.6;22.8;82.0;103.5;9.0;8.3;29.0;36.0;10.96;;3.17;106.5%;74.3;132.5;139.5;12.0;Colorado;UTA
2011;Butler, Jimmy;SF;78.0;222.2;25.7;79.5;101.5;9.0;9.0;32.0;39.0;11.12;;3.15;101.9%;81.0;133.5;140.5;30.0;Marquette;CHI
2011;Cole, Norris;PG;72.25;174.4;23.5;74.25;95.5;8.5;9.5;29.5;38.5;10.07;;3.22;102.8%;80.8;125.0;134.0;28.0;Cleveland State University;CHI
2011;Diebler, Jon;SG;77.25;196.6;23.2;78.0;99.0;8.25;8.3;28.0;35.0;10.94;;3.37;101.0%;68.1;127.0;134.0;51.0;Ohio State;POR
2011;Dunigan, Michael;PF-C;80.5;237.6;25.8;87.25;107.5;9.0;10.8;29.5;34.5;11.85;;3.27;108.4%;96.8;137.0;142.0;;;
2011;Dunn, LaceDarius;SG;75.0;187.8;23.5;78.25;101.0;9.0;10.3;26.5;31.0;11.45;;3.27;104.3%;92.3;127.5;132.0;;;
2011;Faried, Kenneth;PF;78.0;224.6;26.0;84.0;108.0;8.5;10.3;30.5;35.0;11.35;;3.26;107.7%;87.1;138.5;143.0;22.0;Morehead State University;DEN
2011;Fredette, James;PG;72.75;196.0;26.0;76.5;96.5;8.0;8.5;28.0;33.0;10.42;;3.21;105.2%;68.0;124.5;129.5;;;
2011;Goudelock, Andrew;PG;73.25;197.6;25.9;76.25;96.5;8.25;9.3;32.5;37.0;10.33;;3.1;104.1%;76.3;129.0;133.5;46.0;College of Charleston;LAL
2011;Hamilton, Jordan;SF;78.75;228.4;25.9;81.5;104.0;9.0;9.3;25.0;32.0;11.47;;3.3;103.5%;83.3;129.0;136.0;26.0;Texas;DAL
2011;Harper, Justin;PF-SF;80.0;228.0;25.0;83.75;106.0;9.0;9.3;28.5;33.0;11.92;;3.3;104.7%;83.3;134.5;139.0;32.0;Richmond;CLE
2011;Harris, Tobias;SF-PF;78.5;222.8;25.4;83.0;103.5;8.75;9.0;31.5;37.5;10.96;;3.17;105.7%;78.8;135.0;141.0;19.0;Tennessee;CHA
2011;Honeycutt, Tyler;SF;78.75;186.8;21.2;81.0;105.0;8.5;9.5;30.0;37.0;11.68;;3.07;102.9%;80.8;135.0;142.0;35.0;UCLA;SAC
2011;Hopson, Scotty;SG;77.75;204.6;23.8;82.5;103.5;8.5;10.0;32.5;36.0;10.47;;3.18;106.1%;85.0;136.0;139.5;;;
2011;Irving, Kyrie;PG;73.75;191.0;24.7;76.0;99.0;8.25;9.3;;;;;;103.1%;76.3;;;1.0;Duke;CLE
2011;Jackson, Rick;PF;80.25;241.8;26.4;86.0;106.5;8.75;9.5;28.5;33.0;11.51;;3.26;107.2%;83.1;135.0;139.5;;;
2011;Jenkins, Charles;PG-SG;73.5;216.4;28.2;79.5;96.5;8.5;9.0;29.5;34.0;11.68;;3.18;108.2%;76.5;126.0;130.5;44.0;Hofstra;GSW
2011;Johnson, JaJuan;PF;81.0;219.8;23.6;86.0;107.5;9.0;10.0;33.5;38.0;11.21;;3.14;106.2%;90.0;141.0;145.5;27.0;Purdue;BRK
2011;Joseph, Cory;PG;74.0;186.2;23.9;77.5;99.0;8.5;10.5;27.5;35.0;10.75;;3.27;104.7%;89.3;126.5;134.0;29.0;Texas;SAS
2011;Kanter, Enes;PF-C;81.75;259.2;27.3;85.5;109.5;9.5;10.8;26.0;32.5;11.3;;3.26;104.6%;102.1;135.5;142.0;;;
2011;Knight, Brandon;PG;73.5;176.8;23.0;78.75;98.5;8.25;9.5;29.0;37.5;10.74;;3.07;107.1%;78.4;127.5;136.0;8.0;Kentucky;DET
2011;Lee, Malcolm;SG;76.0;198.2;24.1;81.75;101.5;8.5;9.5;30.0;35.5;11.2;;3.09;107.6%;80.8;131.5;137.0;43.0;UCLA;CHI
2011;Leonard, Kawhi;SF;78.0;227.4;26.3;87.0;106.0;9.75;11.3;25.5;32.0;11.45;;3.15;111.5%;109.7;131.5;138.0;15.0;San Diego State;IND
2011;Leslie, Travis;SG;75.0;205.0;25.6;82.5;103.0;8.75;9.3;33.0;40.5;11.0;;3.13;110.0%;80.9;136.0;143.5;47.0;Georgia;LAC
2011;Leuer, Jon;PF;82.0;223.2;23.3;84.0;105.5;8.75;9.8;29.5;36.5;10.82;;3.36;102.4%;85.3;135.0;142.0;40.0;Wisconsin;MIL
2011;Liggins, DeAndre;SF-SG;77.0;202.2;24.0;83.0;103.5;8.75;10.0;27.0;31.0;;;3.33;107.8%;87.5;130.5;134.5;53.0;Kentucky;ORL
2011;Lighty, David;SG;76.75;216.2;25.8;80.0;101.0;9.0;10.0;28.5;33.0;10.81;;3.25;104.2%;90.0;129.5;134.0;;;
2011;Mack, Shelvin;PG;73.0;209.0;27.6;79.5;96.5;8.25;9.3;32.0;39.0;11.23;;3.18;108.9%;76.3;128.5;135.5;34.0;Butler;WAS
2011;McCamey, Demetri;PG;73.75;204.0;26.4;78.25;99.5;8.5;9.0;27.0;33.0;11.55;;3.19;106.1%;76.5;126.5;132.5;;;
2011;Moore, E'Twaun;SG;74.5;191.4;24.2;81.5;99.5;9.0;10.0;32.0;34.5;11.12;;3.31;109.4%;90.0;131.5;134.0;55.0;Purdue;BOS
2011;Morris, Darius;PG-SG;75.25;190.0;23.6;79.5;102.0;8.75;10.0;24.5;32.0;11.0;;3.2;105.6%;87.5;126.5;134.0;41.0;Michigan;LAL
2011;Morris, Marcus;PF-SF;79.0;229.6;25.9;82.0;105.5;8.25;8.5;29.0;33.0;;;3.15;103.8%;70.1;134.5;138.5;14.0;Kansas;HOU
2011;Morris, Markieff;PF;79.75;240.8;26.6;82.75;106.5;8.5;8.3;27.0;31.5;;;3.4;103.8%;70.1;133.5;138.0;13.0;Kansas;PHO
2011;Parsons, Chandler;SF;80.75;221.2;23.8;81.5;104.5;8.25;10.0;25.5;31.5;11.05;;3.29;100.9%;82.5;130.0;136.0;38.0;Florida;HOU
2011;Richmond, Jereme;SF;78.0;207.2;23.9;82.25;106.5;8.75;9.5;27.0;33.5;11.74;;3.02;105.4%;83.1;133.5;140.0;;;
2011;Selby, Josh;SG-PG;73.75;194.6;25.2;77.25;98.0;8.5;9.0;29.5;42.0;11.13;;3.2;104.7%;76.5;127.5;140.0;49.0;Kansas;MEM
2011;Shumpert, Iman;PG-SG;76.25;221.8;26.8;81.5;99.5;9.0;9.0;36.5;42.0;11.1;;3.18;106.9%;81.0;136.0;141.5;17.0;Georgia Tech;NYK
2011;Singler, Kyle;SF;79.5;228.0;25.4;82.1;106.0;8.25;8.8;23.0;30.0;11.22;;3.21;103.3%;72.2;129.0;136.0;33.0;Duke;DET
2011;Singleton, Chris;SF;79.75;230.2;25.4;85.0;103.5;9.25;10.0;30.5;37.5;11.33;;3.09;106.6%;92.5;134.0;141.0;18.0;Florida State;WAS
2011;Skeen, Jamie;PF;78.5;241.6;27.6;85.25;106.5;8.5;8.5;26.0;30.5;12.43;;3.46;108.6%;72.3;132.5;137.0;;;
2011;Smith, Gregory;PF-C;80.0;252.8;27.8;86.5;106.5;9.75;12.0;29.5;36.0;12.43;;3.36;108.1%;117.0;136.0;142.5;;;
2011;Smith, Nolan;PG;73.5;187.6;24.4;77.5;99.0;8.5;9.3;28.5;34.0;11.05;;3.17;105.4%;78.6;127.5;133.0;21.0;Duke;POR
2011;Thomas, Isaiah;PG;68.75;186.0;27.7;73.75;91.5;8.25;9.0;31.5;40.0;10.49;;3.14;107.3%;74.3;123.0;131.5;60.0;Washington;SAC
2011;Thomas, Malcolm;PF;79.5;223.0;24.8;84.5;107.5;9.5;10.5;32.0;36.5;11.31;;3.29;106.3%;99.8;139.5;144.0;;;
2011;Thompkins, Trey;PF;80.5;239.0;25.9;85.0;107.5;9.25;9.8;27.5;30.5;11.72;;3.41;105.6%;90.2;135.0;138.0;37.0;Georgia;LAC
2011;Thompson, Klay;SG;77.75;205.6;23.9;81.0;103.5;8.75;9.3;26.5;31.5;10.99;;3.24;104.2%;80.9;130.0;135.0;11.0;Washington State;GSW
2011;Thompson, Tristan;PF;79.5;227.4;25.3;85.25;108.5;8.75;9.3;30.0;35.0;10.92;;3.26;107.2%;80.9;138.5;143.5;4.0;Texas;CLE
2011;Tyler, Jeremy;PF-C;81.0;262.4;28.1;89.0;110.5;9.25;9.0;28.0;33.5;11.26;;3.29;109.9%;83.3;138.5;144.0;39.0;;CHA
2011;Vucevic, Nikola;PF-C;82.25;259.8;27.0;88.5;112.5;9.25;10.3;23.5;25.0;12.02;;3.27;107.6%;94.8;136.0;137.5;;;
2011;Walker, Kemba;PG;71.5;184.0;25.3;75.5;91.5;8.0;9.0;32.0;39.5;10.87;;3.16;105.6%;72.0;123.5;131.0;9.0;UConn;CHA
2011;Williams, Derrick;PF-SF;79.25;248.4;27.8;85.5;108.0;9.0;9.8;29.0;34.5;11.03;;3.23;107.9%;87.8;137.0;142.5;2.0;Arizona;MIN
2011;Williams, Jordan;PF;79.75;247.2;27.3;84.25;106.5;9.25;10.0;25.0;30.5;12.74;;3.45;105.6%;92.5;131.5;137.0;36.0;Maryland;BRK
2010;Alabi, Solomon;C;83.5;237.4;23.9;89.0;113.0;9.25;9.3;22.5;26.0;13.2;;3.68;106.6%;85.6;135.5;139.0;50.0;Florida State;DAL
2010;Aldrich, Cole;C;81.0;236.0;25.3;88.75;111.5;9.0;9.3;23.0;28.0;11.48;;3.35;109.6%;83.3;134.5;139.5;11.0;Kansas;NOP
2010;Aminu, Al-Farouq;SF;79.25;216.0;24.2;87.25;108.5;9.5;9.5;27.0;33.5;11.29;;3.3;110.1%;90.3;135.5;142.0;8.0;Wake Forest;LAC
2010;Anderson, James;SF;76.75;207.6;24.8;80.5;104.0;8.5;7.3;30.0;35.5;11.86;;3.19;104.9%;61.6;134.0;139.5;20.0;Oklahoma State;SAS
2010;Babbitt, Luke;SF-PF;79.5;217.8;24.2;83.25;104.5;8.5;10.0;29.5;37.5;10.98;;3.4;104.7%;85.0;134.0;142.0;16.0;Nevada;MIN
2010;Bledsoe, Eric;PG;72.25;191.6;25.8;79.5;98.0;8.5;9.8;;;;;;110.0%;82.9;;;18.0;Kentucky;OKC
2010;Booker, Trevor;PF;78.25;235.8;27.1;81.75;106.0;9.0;9.5;31.0;36.0;11.15;;3.1;104.5%;85.5;137.0;142.0;23.0;Clemson;MIN
2010;Brackins, Craig;PF-SF;80.5;229.0;24.8;84.0;109.0;9.5;11.3;26.0;35.0;11.65;;3.39;104.3%;106.9;135.0;144.0;21.0;Iowa State;OKC
2010;Bradley, Avery;SG-PG;74.0;180.4;23.2;79.25;98.5;8.25;9.5;31.5;37.5;11.47;;3.14;107.1%;78.4;130.0;136.0;19.0;Texas;BOS
2010;Caracter, Derrick;PF;80.25;280.0;30.6;84.25;107.5;9.0;10.3;25.0;30.5;12.78;;3.61;105.0%;92.3;132.5;138.0;58.0;Texas-El Paso;LAL
2010;Collins, Sherron;PG;70.25;217.2;30.9;74.5;94.0;8.5;9.5;27.5;33.0;12.31;;3.24;106.0%;80.8;121.5;127.0;;;
2010;Cousins, DeMarcus;C;81.5;291.8;30.9;89.75;113.0;9.25;10.0;23.5;27.5;11.4;;3.55;110.1%;92.5;136.5;140.5;5.0;Kentucky;SAC
2010;Crawford, Jordan;SG;75.0;198.4;24.8;79.0;101.0;8.0;9.0;31.5;34.5;11.03;;3.37;105.3%;72.0;132.5;135.5;27.0;Xavier;BRK
2010;Davis, Ed;PF;81.0;226.6;24.3;84.0;108.0;9.25;10.0;31.0;36.0;11.7;;3.21;103.7%;92.5;139.0;144.0;13.0;UNC;TOR
2010;Ebanks, Devin;SF;79.0;207.8;23.4;84.25;107.5;8.25;9.0;23.5;32.0;11.69;;3.44;106.6%;74.3;131.0;139.5;43.0;West Virginia;LAL
2010;Favors, Derrick;PF;80.75;245.2;26.4;88.0;110.0;8.75;9.3;31.5;35.5;11.74;;3.25;109.0%;80.9;141.5;145.5;3.0;Georgia Tech;BRK
2010;Gallon, Keith;PF-C;80.5;301.8;32.7;88.5;109.5;9.25;10.5;23.5;28.5;13.44;;3.7;109.9%;97.1;133.0;138.0;;;
2010;Garcia, Charles;SF;80.25;231.6;25.3;85.75;107.5;8.75;9.0;24.5;30.5;11.65;;3.23;106.9%;78.8;132.0;138.0;;;
2010;George, Paul;SF;79.75;214.4;23.7;83.25;107.0;8.5;9.0;;;;;;104.4%;76.5;;;10.0;Fresno State;IND
2010;Harangody, Luke;PF;78.0;240.2;27.8;81.5;106.0;8.75;9.8;24.0;28.5;11.83;;3.41;104.5%;85.3;130.0;134.5;52.0;Notre Dame;BOS
2010;Harris, Manny;SG;76.0;185.1;22.5;79.25;102.0;8.5;9.0;;;;;;104.3%;76.5;;;;;
2010;Hayward, Gordon;SF;78.75;211.0;23.9;79.75;103.0;8.5;9.3;30.5;34.5;11.73;;3.22;101.3%;78.6;133.5;137.5;9.0;Butler;UTA
2010;Hayward, Lazar;SG-SF;76.5;225.8;27.1;84.75;102.0;9.25;9.5;31.0;36.0;10.87;;3.31;110.8%;87.9;133.0;138.0;30.0;Marquette;WAS
2010;Henry, Xavier;SG;77.25;210.2;24.8;83.25;105.0;8.75;10.0;28.5;36.5;11.1;;3.18;107.8%;87.5;133.5;141.5;12.0;Kansas;MEM
2010;Hobson, Darington;SG-SF;77.25;203.6;24.0;81.25;104.5;8.25;9.0;29.0;34.0;11.68;;3.25;105.2%;74.3;133.5;138.5;37.0;New Mexico;MIL
2010;James, Damion;SF;78.25;226.6;26.0;84.75;107.0;9.25;8.5;29.0;33.0;10.89;;3.2;108.3%;78.6;136.0;140.0;24.0;Texas;ATL
2010;Johnson, Armon;PG-SG;74.0;195.2;25.1;80.0;99.5;8.25;9.3;31.5;38.5;11.25;;3.19;108.1%;76.3;131.0;138.0;34.0;Nevada;POR
2010;Johnson, Wesley;SF;78.25;206.4;23.7;85.0;106.0;9.0;9.5;32.0;37.0;11.43;;3.14;108.6%;85.5;138.0;143.0;4.0;Syracuse;MIN
2010;Jones, Dominique;SG;75.25;216.0;26.8;81.25;101.0;9.0;10.3;26.0;32.5;10.88;;3.31;108.0%;92.3;127.0;133.5;25.0;South Florida;MEM
2010;Jordan, Jerome;C;83.5;244.2;24.6;89.25;113.0;9.0;10.3;;;;;;106.9%;92.3;;;44.0;Tulsa;MIL
2010;Landesberg, Sylven;SG;76.75;210.0;25.1;81.0;100.5;8.75;10.8;28.0;32.0;11.59;;3.36;105.5%;94.1;128.5;132.5;;;
2010;Lawal, Gani;PF;79.5;233.4;26.0;84.0;107.5;8.5;10.0;27.0;31.5;11.61;;3.24;105.7%;85.0;134.5;139.0;46.0;Georgia Tech;PHO
2010;Monroe, Greg;PF-C;81.75;246.6;25.9;86.25;108.5;8.75;9.5;25.0;29.0;12.1;;3.35;105.5%;83.1;133.5;137.5;7.0;Georgetown;DET
2010;Orton, Daniel;C;80.75;269.2;29.0;88.25;110.5;8.5;9.8;24.0;30.5;12.32;;3.39;109.3%;82.9;134.5;141.0;29.0;Kentucky;ORL
2010;Parakhouski, Artsiom;C;82.25;268.2;27.9;85.0;109.5;9.0;10.5;25.5;26.5;12.07;;3.33;103.3%;94.5;135.0;136.0;;;
2010;Patterson, Patrick;PF;80.0;239.6;26.3;85.25;107.0;9.25;10.3;28.5;33.5;11.14;;3.25;106.6%;94.8;135.5;140.5;14.0;Kentucky;HOU
2010;Pittman, Dexter;PF-C;81.5;302.6;32.0;90.0;111.0;10.25;10.5;;;;;;110.4%;107.6;;;32.0;Texas;MIA
2010;Rautins, Andy;SG;76.25;191.6;23.2;79.0;100.0;8.0;9.8;23.5;30.5;11.27;;3.49;103.6%;78.0;123.5;130.5;38.0;Syracuse;NYK
2010;Richards, Ryan;PF;82.5;230.2;23.8;85.5;110.0;9.0;9.8;25.0;28.5;11.33;;3.37;103.6%;87.8;135.0;138.5;49.0;;SAS
2010;Robinson, Stanley;SF;78.5;213.2;24.3;84.0;107.5;9.0;9.0;;37.5;11.65;;3.23;107.0%;81.0;;145.0;59.0;UConn;ORL
2010;Sanders, Larry;PF-C;81.25;222.4;23.7;89.75;112.0;9.75;11.0;25.5;28.0;12.49;;3.27;110.5%;107.3;137.5;140.0;15.0;VCU;MIL
2010;Scheyer, Jon;PG-SG;76.75;180.0;21.5;75.25;99.0;7.75;9.5;;;;;;98.0%;73.6;;;;;
2010;Stephenson, Lance;SG;76.5;227.0;27.3;82.5;103.0;9.0;10.3;27.0;33.0;11.39;;3.38;107.8%;92.3;130.0;136.0;40.0;Cincinnati;IND
2010;Torrance, Mikhail;PG;76.0;208.8;25.4;79.5;103.0;8.75;9.5;23.0;32.0;11.43;;3.17;104.6%;83.1;126.0;135.0;;;
2010;Turner, Evan;SG;77.75;213.8;24.9;80.0;103.5;8.75;9.5;27.5;34.5;11.06;;3.27;102.9%;83.1;131.0;138.0;2.0;Ohio State;PHI
2010;Udoh, Ekpe;PF;80.75;237.4;25.6;88.5;106.5;9.5;8.8;31.0;33.5;11.15;;3.29;109.6%;83.1;137.5;140.0;6.0;Baylor;GSW
2010;Varnado, Jarvis;PF-C;80.25;210.2;22.9;87.5;109.5;9.25;9.5;29.5;32.5;11.61;;3.37;109.0%;87.9;139.0;142.0;41.0;Mississippi State;MIA
2010;Vasquez, Greivis;PG-SG;77.0;210.8;25.0;79.0;101.0;7.75;9.3;;;;;;102.6%;71.7;;;28.0;Maryland;MEM
2010;Wall, John;PG;74.75;195.6;24.6;81.25;101.5;8.25;9.5;30.0;39.0;10.84;;3.14;108.7%;78.4;131.5;140.5;1.0;Kentucky;WAS
2010;Warren, Willie;SG-PG;74.5;208.4;26.4;78.0;99.5;8.5;9.5;23.0;31.5;11.21;;3.5;104.7%;80.8;122.5;131.0;54.0;Oklahoma;LAC
2010;White, Terrico;SG-PG;75.75;202.6;24.8;81.0;101.0;9.0;10.5;31.0;40.0;11.38;;3.15;106.9%;94.5;132.0;141.0;36.0;Ole Miss;DET
2010;Whiteside, Hassan;C-PF;82.5;226.6;23.4;91.0;113.0;8.25;10.3;27.0;31.5;11.83;;3.54;110.3%;84.6;140.0;144.5;33.0;Marshall;SAC
2009;Adrien, Jeff;PF;77.25;236.2;27.8;86.0;107.5;;;27.5;31.5;11.34;;3.32;111.3%;;135.0;139.0;;;
2009;Ayres, Jeff;PF;80.75;239.6;25.8;85.0;107.0;;;31.0;35.0;11.98;;3.14;105.3%;;138.0;142.0;31.0;Arizona State;SAC
2009;Beaubois, Rodrigue;PG;73.25;182.4;23.9;81.75;100.0;;;29.5;39.0;10.49;;3.15;111.6%;;129.5;139.0;25.0;;OKC
2009;Blair, DeJuan;PF;77.25;276.6;32.6;86.0;106.5;;;26.0;33.0;11.5;;3.45;111.3%;;132.5;139.5;37.0;Pitt;SAS
2009;Brown, Derrick;SF-PF;79.5;224.6;25.0;86.5;107.5;;;30.5;35.5;11.26;;3.13;108.8%;;138.0;143.0;40.0;Xavier;CHA
2009;Budinger, Chase;SF-SG;78.25;206.4;23.7;79.0;101.0;;;29.5;38.5;11.08;;3.24;101.0%;;130.5;139.5;44.0;Arizona;DET
2009;Carroll, DeMarre;PF-SF;78.25;207.2;23.8;82.0;105.0;;;;;;;;104.8%;;;;27.0;Missouri;MEM
2009;Casspi, Omri;SF;79.75;211.2;23.3;81.25;106.5;;;25.5;32.5;11.15;;3.28;101.9%;;132.0;139.0;23.0;;SAC
2009;Christmas, Dionte;SG;76.25;210.8;25.5;81.0;102.5;;;27.0;33.5;10.83;;3.21;106.2%;;129.5;136.0;;;
2009;Clark, Earl;SF-PF;80.5;228.4;24.8;86.5;109.5;;;28.5;33.0;11.17;;3.35;107.5%;;138.0;142.5;14.0;Louisville;PHO
2009;Collison, Darren;PG;72.25;166.2;22.4;75.0;96.5;;;30.5;33.5;10.45;;3.1;103.8%;;127.0;130.0;21.0;UCLA;NOP
2009;Cunningham, Dante;PF;79.0;227.4;25.6;83.0;106.5;;;28.0;35.0;11.18;;3.26;105.1%;;134.5;141.5;33.0;Villanova;POR
2009;Curry, Stephen;PG-SG;74.0;181.0;23.2;75.5;97.0;;;29.5;35.5;11.07;;3.28;102.0%;;126.5;132.5;7.0;Davidson;GSW
2009;Daye, Austin;SF-PF;81.75;191.8;20.2;86.75;110.0;;;25.0;28.0;12.11;;3.55;106.1%;;135.0;138.0;15.0;Gonzaga;DET
2009;DeRozan, DeMar;SG-SF;77.5;211.2;24.7;81.0;102.5;;;29.0;38.5;11.88;;3.31;104.5%;;131.5;141.0;9.0;USC;TOR
2009;Douglas, Toney;PG;73.0;183.4;24.2;78.0;97.5;;;28.0;32.5;10.63;;3.03;106.8%;;125.5;130.0;29.0;Florida State;LAL
2009;Ellington, Wayne;SG;76.25;202.4;24.5;78.5;100.0;;;31.5;38.0;11.14;;3.2;103.0%;;131.5;138.0;28.0;UNC;MIN
